hour,day_of_week,month,is_weekend,beds_total,beds_occupied,beds_available,icu_total,icu_occupied,icu_available,staff_count,shift,er_arrivals,equipment_in_use,seasonal_factor,patients_next_hour,beds_needed_24h,staff_needed_24h
2,1,1,0,110,74,36,20,13,7,17,2,6,14,1.15,8,77,18
3,1,1,0,110,75,35,20,17,3,15,2,6,17,1.15,7,81,23
4,1,1,0,110,74,36,20,11,9,17,2,4,20,1.15,6,81,21
5,1,1,0,110,75,35,20,11,9,19,2,2,19,1.15,4,79,23
6,1,1,0,110,75,35,20,14,6,19,2,3,20,1.15,6,79,18
7,1,1,0,110,77,33,20,13,7,38,0,4,19,1.15,6,80,28
8,1,1,0,110,79,31,20,13,7,38,0,8,22,1.15,9,87,34
9,1,1,0,110,83,27,20,14,6,34,0,7,19,1.15,9,87,34
10,1,1,0,110,90,20,20,13,7,35,0,8,24,1.15,10,95,34
11,1,1,0,110,86,24,20,10,10,36,0,8,21,1.15,10,90,37
12,1,1,0,110,87,23,20,15,5,36,0,6,18,1.15,10,95,35
13,1,1,0,110,68,42,20,13,7,37,0,5,20,1.15,8,71,21
14,1,1,0,110,79,31,20,15,5,34,0,3,18,1.15,6,88,24
15,1,1,0,110,72,38,20,15,5,25,1,3,17,1.15,4,76,23
16,1,1,0,110,76,34,20,13,7,28,1,3,18,1.15,5,83,30
17,1,1,0,110,83,27,20,14,6,25,1,2,20,1.15,3,86,35
18,1,1,0,110,83,27,20,14,6,23,1,6,20,1.15,8,84,34
19,1,1,0,110,84,26,20,9,11,27,1,3,16,1.15,4,91,39
20,1,1,0,110,72,38,20,14,6,22,1,6,21,1.15,9,81,29
21,1,1,0,110,74,36,20,13,7,24,1,4,20,1.15,4,75,19
22,1,1,0,110,70,40,20,14,6,20,1,3,18,1.15,5,71,18
23,1,1,0,110,63,47,20,14,6,20,2,3,17,1.15,6,67,18
0,2,1,0,110,74,36,20,14,6,18,2,5,15,1.15,7,79,18
1,2,1,0,110,68,42,20,15,5,14,2,7,18,1.15,8,71,18
2,2,1,0,110,66,44,20,11,9,19,2,6,17,1.15,7,71,20
3,2,1,0,110,71,39,20,12,8,17,2,7,20,1.15,7,71,22
4,2,1,0,110,76,34,20,14,6,16,2,4,16,1.15,5,81,22
5,2,1,0,110,82,28,20,11,9,16,2,3,13,1.15,5,81,22
6,2,1,0,110,70,40,20,14,6,19,2,5,20,1.15,9,71,26
7,2,1,0,110,77,33,20,12,8,35,0,7,22,1.15,7,77,23
8,2,1,0,110,80,30,20,11,9,36,0,4,21,1.15,5,83,31
9,2,1,0,110,92,18,20,13,7,33,0,12,21,1.15,14,96,35
10,2,1,0,110,87,23,20,16,4,36,0,11,24,1.15,12,98,44
11,2,1,0,110,91,19,20,10,10,34,0,11,24,1.15,15,95,40
12,2,1,0,110,77,33,20,13,7,34,0,12,20,1.15,14,84,29
13,2,1,0,110,75,35,20,13,7,33,0,6,21,1.15,10,78,24
14,2,1,0,110,73,37,20,15,5,34,0,3,21,1.15,5,73,18
15,2,1,0,110,71,39,20,15,5,28,1,2,20,1.15,4,74,21
16,2,1,0,110,71,39,20,12,8,23,1,6,20,1.15,7,74,22
17,2,1,0,110,83,27,20,18,2,24,1,5,20,1.15,8,88,37
18,2,1,0,110,90,20,20,13,7,23,1,8,18,1.15,11,92,36
19,2,1,0,110,81,29,20,14,6,28,1,12,24,1.15,18,83,30
20,2,1,0,110,75,35,20,11,9,21,1,6,15,1.15,10,76,27
21,2,1,0,110,76,34,20,13,7,25,1,4,16,1.15,6,78,23
22,2,1,0,110,76,34,20,16,4,24,1,2,17,1.15,2,77,24
23,2,1,0,110,81,29,20,13,7,18,2,3,15,1.15,6,83,18
0,3,1,0,110,73,37,20,16,4,20,2,2,14,1.15,2,76,18
1,3,1,0,110,77,33,20,11,9,16,2,4,19,1.15,7,79,22
2,3,1,0,110,72,38,20,16,4,17,2,11,18,1.15,14,79,24
3,3,1,0,110,75,35,20,13,7,20,2,5,19,1.15,6,81,24
4,3,1,0,110,79,31,20,13,7,18,2,2,21,1.15,3,80,25
5,3,1,0,110,69,41,20,13,7,18,2,4,17,1.15,5,74,19
6,3,1,0,110,86,24,20,15,5,19,2,4,18,1.15,4,86,18
7,3,1,0,110,75,35,20,13,7,33,0,3,18,1.15,7,76,23
8,3,1,0,110,89,21,20,17,3,36,0,10,21,1.15,12,91,32
9,3,1,0,110,91,19,20,15,5,36,0,10,23,1.15,12,100,30
10,3,1,0,110,92,18,20,14,6,37,0,10,22,1.15,15,94,39
11,3,1,0,110,86,24,20,13,7,31,0,5,23,1.15,8,88,36
12,3,1,0,110,84,26,20,11,9,31,0,6,22,1.15,8,89,31
13,3,1,0,110,80,30,20,15,5,33,0,6,18,1.15,9,86,24
14,3,1,0,110,61,49,20,12,8,34,0,7,18,1.15,8,64,21
15,3,1,0,110,72,38,20,12,8,23,1,9,19,1.15,11,75,21
16,3,1,0,110,73,37,20,13,7,23,1,7,19,1.15,8,79,24
17,3,1,0,110,86,24,20,11,9,28,1,5,25,1.15,8,89,32
18,3,1,0,110,85,25,20,16,4,26,1,10,18,1.15,12,85,34
19,3,1,0,110,83,27,20,13,7,22,1,5,20,1.15,5,86,32
20,3,1,0,110,75,35,20,14,6,27,1,6,21,1.15,11,79,19
21,3,1,0,110,75,35,20,10,10,27,1,4,17,1.15,7,77,18
22,3,1,0,110,73,37,20,14,6,24,1,11,18,1.15,14,73,20
23,3,1,0,110,75,35,20,13,7,17,2,5,20,1.15,7,77,23
0,4,1,0,110,78,32,20,15,5,17,2,9,14,1.15,11,76,18
1,4,1,0,110,68,42,20,13,7,20,2,4,16,1.15,6,69,22
2,4,1,0,110,70,40,20,15,5,16,2,2,19,1.15,4,73,18
3,4,1,0,110,71,39,20,13,7,18,2,1,17,1.15,5,77,18
4,4,1,0,110,73,37,20,14,6,17,2,7,20,1.15,7,81,19
5,4,1,0,110,71,39,20,9,11,13,2,3,20,1.15,4,73,26
6,4,1,0,110,68,42,20,16,4,21,2,3,19,1.15,4,75,21
7,4,1,0,110,69,41,20,15,5,34,0,4,21,1.15,7,69,23
8,4,1,0,110,82,28,20,13,7,32,0,6,20,1.15,11,83,31
9,4,1,0,110,84,26,20,14,6,39,0,13,19,1.15,16,85,41
10,4,1,0,110,88,22,20,12,8,35,0,5,20,1.15,6,94,44
11,4,1,0,110,93,17,20,16,4,36,0,9,25,1.15,11,101,39
12,4,1,0,110,90,20,20,13,7,35,0,6,23,1.15,7,90,38
13,4,1,0,110,74,36,20,11,9,32,0,12,20,1.15,16,78,24
14,4,1,0,110,76,34,20,11,9,33,0,5,16,1.15,6,81,18
15,4,1,0,110,71,39,20,13,7,24,1,3,18,1.15,7,74,25
16,4,1,0,110,84,26,20,15,5,25,1,3,18,1.15,3,87,30
17,4,1,0,110,70,40,20,16,4,24,1,9,20,1.15,10,75,33
18,4,1,0,110,79,31,20,15,5,25,1,6,23,1.15,9,84,35
19,4,1,0,110,76,34,20,14,6,27,1,10,22,1.15,13,78,28
20,4,1,0,110,82,28,20,11,9,24,1,6,18,1.15,10,85,24
21,4,1,0,110,74,36,20,11,9,24,1,6,18,1.15,8,78,21
22,4,1,0,110,68,42,20,13,7,25,1,6,17,1.15,7,78,18
23,4,1,0,110,75,35,20,13,7,17,2,5,20,1.15,8,79,21
0,5,1,1,110,73,37,20,13,7,18,2,7,17,1.15,7,77,21
1,5,1,1,110,72,38,20,13,7,20,2,3,20,1.15,5,75,21
2,5,1,1,110,70,40,20,12,8,17,2,6,15,1.15,8,76,22
3,5,1,1,110,78,32,20,13,7,17,2,4,16,1.15,4,83,22
4,5,1,1,110,76,34,20,13,7,16,2,2,15,1.15,5,81,23
5,5,1,1,110,68,42,20,14,6,16,2,3,19,1.15,5,68,24
6,5,1,1,110,70,40,20,14,6,14,2,5,15,1.15,7,75,22
7,5,1,1,110,77,33,20,16,4,33,0,4,22,1.15,8,82,29
8,5,1,1,110,84,26,20,12,8,37,0,12,19,1.15,14,84,36
9,5,1,1,110,91,19,20,13,7,33,0,12,21,1.15,13,95,43
10,5,1,1,110,92,18,20,12,8,38,0,13,23,1.15,14,97,41
11,5,1,1,110,103,7,20,13,7,38,0,13,22,1.15,13,110,39
12,5,1,1,110,76,34,20,15,5,34,0,6,22,1.15,9,80,35
13,5,1,1,110,85,25,20,13,7,35,0,7,18,1.15,8,90,30
14,5,1,1,110,69,41,20,13,7,34,0,6,16,1.15,11,68,24
15,5,1,1,110,69,41,20,13,7,26,1,3,20,1.15,5,76,20
16,5,1,1,110,75,35,20,13,7,22,1,13,19,1.15,13,80,29
17,5,1,1,110,84,26,20,12,8,27,1,12,18,1.15,13,84,33
18,5,1,1,110,74,36,20,12,8,26,1,4,18,1.15,4,79,40
19,5,1,1,110,86,24,20,13,7,26,1,8,20,1.15,10,88,31
20,5,1,1,110,81,29,20,14,6,26,1,10,18,1.15,16,83,29
21,5,1,1,110,72,38,20,14,6,23,1,5,14,1.15,8,72,24
22,5,1,1,110,65,45,20,9,11,25,1,5,18,1.15,7,66,22
23,5,1,1,110,74,36,20,18,2,18,2,6,14,1.15,8,75,18
0,6,1,1,110,74,36,20,14,6,18,2,5,18,1.15,10,77,18
1,6,1,1,110,60,50,20,14,6,17,2,7,18,1.15,8,62,21
2,6,1,1,110,80,30,20,13,7,19,2,5,16,1.15,7,86,24
3,6,1,1,110,80,30,20,13,7,17,2,8,19,1.15,10,83,24
4,6,1,1,110,79,31,20,13,7,20,2,5,19,1.15,5,81,25
5,6,1,1,110,72,38,20,13,7,19,2,7,17,1.15,10,73,25
6,6,1,1,110,66,44,20,9,11,15,2,6,18,1.15,7,67,20
7,6,1,1,110,78,32,20,12,8,36,0,8,23,1.15,11,81,24
8,6,1,1,110,87,23,20,13,7,31,0,4,19,1.15,4,92,36
9,6,1,1,110,88,22,20,15,5,34,0,7,24,1.15,9,92,42
10,6,1,1,110,87,23,20,12,8,33,0,12,22,1.15,16,96,45
11,6,1,1,110,86,24,20,12,8,38,0,13,20,1.15,14,91,43
12,6,1,1,110,88,22,20,11,9,32,0,6,19,1.15,8,87,35
13,6,1,1,110,86,24,20,13,7,36,0,9,16,1.15,10,93,26
14,6,1,1,110,75,35,20,14,6,35,0,5,17,1.15,11,77,23
15,6,1,1,110,79,31,20,15,5,24,1,10,15,1.15,12,83,25
16,6,1,1,110,79,31,20,15,5,25,1,10,22,1.15,12,82,32
17,6,1,1,110,83,27,20,10,10,24,1,10,19,1.15,10,90,35
18,6,1,1,110,79,31,20,13,7,24,1,16,19,1.15,19,83,34
19,6,1,1,110,91,19,20,12,8,22,1,8,19,1.15,9,97,33
20,6,1,1,110,78,32,20,16,4,23,1,6,20,1.15,6,80,26
21,6,1,1,110,74,36,20,11,9,22,1,6,17,1.15,7,78,30
22,6,1,1,110,73,37,20,12,8,21,1,5,20,1.15,8,78,19
23,6,1,1,110,71,39,20,11,9,18,2,7,17,1.15,8,70,25
0,0,1,0,110,70,40,20,14,6,19,2,3,16,1.15,6,76,18
1,0,1,0,110,72,38,20,14,6,17,2,3,18,1.15,4,79,18
2,0,1,0,110,75,35,20,13,7,17,2,5,17,1.15,6,78,19
3,0,1,0,110,76,34,20,14,6,18,2,6,20,1.15,7,79,18
4,0,1,0,110,64,46,20,13,7,16,2,4,16,1.15,7,64,25
5,0,1,0,110,73,37,20,14,6,18,2,7,18,1.15,9,75,18
6,0,1,0,110,75,35,20,9,11,16,2,6,20,1.15,7,80,22
7,0,1,0,110,73,37,20,15,5,38,0,2,22,1.15,5,80,27
8,0,1,0,110,89,21,20,14,6,39,0,12,19,1.15,14,92,31
9,0,1,0,110,80,30,20,12,8,34,0,9,21,1.15,9,90,41
10,0,1,0,110,85,25,20,14,6,34,0,11,24,1.15,13,91,43
11,0,1,0,110,82,28,20,14,6,36,0,10,20,1.15,10,88,42
12,0,1,0,110,85,25,20,14,6,34,0,8,19,1.15,9,86,30
13,0,1,0,110,74,36,20,16,4,32,0,3,20,1.15,4,77,22
14,0,1,0,110,72,38,20,13,7,35,0,3,15,1.15,6,75,18
15,0,1,0,110,77,33,20,14,6,26,1,5,21,1.15,6,83,20
16,0,1,0,110,77,33,20,12,8,27,1,10,19,1.15,12,77,26
17,0,1,0,110,78,32,20,14,6,22,1,8,19,1.15,8,83,29
18,0,1,0,110,83,27,20,13,7,25,1,11,18,1.15,11,88,30
19,0,1,0,110,81,29,20,13,7,25,1,11,23,1.15,14,86,38
20,0,1,0,110,80,30,20,14,6,25,1,4,18,1.15,6,86,22
21,0,1,0,110,76,34,20,12,8,24,1,6,17,1.15,7,82,19
22,0,1,0,110,68,42,20,13,7,22,1,5,17,1.15,7,72,20
23,0,1,0,110,61,49,20,14,6,17,2,4,18,1.15,5,61,20
0,1,1,0,110,70,40,20,15,5,17,2,4,14,1.15,7,70,18
1,1,1,0,110,68,42,20,10,10,14,2,8,21,1.15,9,68,18
2,1,1,0,110,73,37,20,15,5,17,2,9,19,1.15,11,81,18
3,1,1,0,110,81,29,20,14,6,19,2,5,17,1.15,8,83,20
4,1,1,0,110,76,34,20,14,6,19,2,6,18,1.15,6,82,21
5,1,1,0,110,71,39,20,15,5,18,2,6,18,1.15,10,74,20
6,1,1,0,110,69,41,20,13,7,18,2,3,19,1.15,3,69,24
7,1,1,0,110,70,40,20,16,4,37,0,8,18,1.15,10,74,27
8,1,1,0,110,85,25,20,12,8,32,0,7,21,1.15,12,85,32
9,1,1,0,110,92,18,20,13,7,37,0,5,22,1.15,5,95,32
10,1,1,0,110,99,11,20,15,5,36,0,6,23,1.15,6,102,35
11,1,1,0,110,81,29,20,13,7,34,0,5,21,1.15,9,87,36
12,1,1,0,110,81,29,20,14,6,36,0,6,22,1.15,8,83,32
13,1,1,0,110,85,25,20,14,6,35,0,11,18,1.15,12,85,24
14,1,1,0,110,67,43,20,12,8,35,0,6,18,1.15,7,67,23
15,1,1,0,110,82,28,20,16,4,21,1,5,18,1.15,9,83,24
16,1,1,0,110,76,34,20,13,7,26,1,5,19,1.15,6,82,23
17,1,1,0,110,84,26,20,12,8,26,1,19,19,1.15,21,88,34
18,1,1,0,110,85,25,20,14,6,23,1,4,22,1.15,8,89,33
19,1,1,0,110,81,29,20,12,8,21,1,6,21,1.15,7,86,30
20,1,1,0,110,74,36,20,13,7,26,1,5,19,1.15,8,70,24
21,1,1,0,110,84,26,20,14,6,22,1,5,16,1.15,6,84,20
22,1,1,0,110,64,46,20,11,9,25,1,7,19,1.15,9,68,18
23,1,1,0,110,67,43,20,15,5,17,2,4,20,1.15,6,76,19
0,2,1,0,110,64,46,20,14,6,17,2,5,17,1.15,8,71,18
1,2,1,0,110,65,45,20,12,8,14,2,3,20,1.15,4,62,18
2,2,1,0,110,79,31,20,13,7,16,2,5,20,1.15,7,86,22
3,2,1,0,110,73,37,20,11,9,15,2,5,14,1.15,7,76,21
4,2,1,0,110,75,35,20,16,4,20,2,3,15,1.15,6,79,21
5,2,1,0,110,76,34,20,14,6,17,2,4,17,1.15,9,77,26
6,2,1,0,110,66,44,20,14,6,18,2,6,17,1.15,8,69,23
7,2,1,0,110,76,34,20,12,8,37,0,2,16,1.15,2,80,24
8,2,1,0,110,89,21,20,15,5,35,0,10,18,1.15,12,90,34
9,2,1,0,110,84,26,20,15,5,37,0,10,19,1.15,11,86,38
10,2,1,0,110,86,24,20,16,4,33,0,10,23,1.15,14,94,44
11,2,1,0,110,89,21,20,15,5,34,0,14,23,1.15,16,96,39
12,2,1,0,110,78,32,20,15,5,32,0,6,19,1.15,6,87,34
13,2,1,0,110,76,34,20,15,5,38,0,4,17,1.15,5,78,24
14,2,1,0,110,70,40,20,15,5,34,0,7,15,1.15,7,74,21
15,2,1,0,110,68,42,20,14,6,22,1,5,18,1.15,10,69,23
16,2,1,0,110,73,37,20,10,10,23,1,4,17,1.15,6,80,25
17,2,1,0,110,81,29,20,12,8,27,1,6,26,1.15,7,78,25
18,2,1,0,110,79,31,20,14,6,25,1,8,25,1.15,9,80,33
19,2,1,0,110,92,18,20,15,5,27,1,4,22,1.15,6,93,28
20,2,1,0,110,73,37,20,11,9,24,1,8,17,1.15,12,76,27
21,2,1,0,110,77,33,20,15,5,28,1,4,14,1.15,5,73,22
22,2,1,0,110,68,42,20,12,8,23,1,4,16,1.15,5,69,20
23,2,1,0,110,64,46,20,14,6,19,2,3,13,1.15,6,65,18
0,3,1,0,110,64,46,20,14,6,17,2,6,18,1.15,8,69,18
1,3,1,0,110,67,43,20,14,6,15,2,3,16,1.15,5,68,19
2,3,1,0,110,71,39,20,13,7,16,2,7,14,1.15,11,75,20
3,3,1,0,110,70,40,20,15,5,16,2,10,20,1.15,12,74,19
4,3,1,0,110,73,37,20,15,5,17,2,8,20,1.15,13,77,19
5,3,1,0,110,63,47,20,13,7,15,2,5,21,1.15,8,66,18
6,3,1,0,110,68,42,20,15,5,13,2,3,17,1.15,4,73,25
7,3,1,0,110,77,33,20,12,8,34,0,7,17,1.15,10,81,25
8,3,1,0,110,85,25,20,10,10,36,0,8,20,1.15,8,88,31
9,3,1,0,110,91,19,20,11,9,33,0,8,23,1.15,12,91,37
10,3,1,0,110,82,28,20,14,6,31,0,12,26,1.15,14,90,40
11,3,1,0,110,90,20,20,13,7,33,0,8,23,1.15,9,95,37
12,3,1,0,110,85,25,20,14,6,33,0,6,19,1.15,9,85,30
13,3,1,0,110,81,29,20,10,10,35,0,9,17,1.15,10,81,26
14,3,1,0,110,73,37,20,13,7,33,0,4,21,1.15,5,76,19
15,3,1,0,110,72,38,20,12,8,30,1,4,17,1.15,5,77,26
16,3,1,0,110,73,37,20,13,7,28,1,7,19,1.15,10,79,27
17,3,1,0,110,75,35,20,12,8,24,1,10,18,1.15,11,81,26
18,3,1,0,110,86,24,20,14,6,23,1,12,20,1.15,13,87,38
19,3,1,0,110,84,26,20,12,8,23,1,9,19,1.15,11,84,26
20,3,1,0,110,83,27,20,14,6,24,1,11,20,1.15,11,91,26
21,3,1,0,110,81,29,20,11,9,28,1,1,17,1.15,2,80,23
22,3,1,0,110,64,46,20,13,7,30,1,4,19,1.15,5,66,19
23,3,1,0,110,61,49,20,13,7,15,2,7,18,1.15,7,69,21
0,4,1,0,110,75,35,20,13,7,17,2,5,17,1.15,7,82,18
1,4,1,0,110,68,42,20,13,7,18,2,5,18,1.15,7,69,20
2,4,1,0,110,65,45,20,12,8,14,2,1,17,1.15,3,75,22
3,4,1,0,110,79,31,20,11,9,16,2,5,17,1.15,6,90,20
4,4,1,0,110,72,38,20,15,5,18,2,6,15,1.15,8,76,20
5,4,1,0,110,70,40,20,15,5,19,2,2,19,1.15,5,70,22
6,4,1,0,110,73,37,20,13,7,18,2,3,16,1.15,4,75,20
7,4,1,0,110,80,30,20,13,7,36,0,6,20,1.15,9,80,27
8,4,1,0,110,82,28,20,14,6,34,0,9,22,1.15,10,90,37
9,4,1,0,110,89,21,20,13,7,34,0,8,21,1.15,10,89,33
10,4,1,0,110,100,10,20,10,10,34,0,8,25,1.15,11,104,38
11,4,1,0,110,86,24,20,13,7,35,0,15,25,1.15,17,86,36
12,4,1,0,110,79,31,20,14,6,34,0,4,22,1.15,5,81,35
13,4,1,0,110,75,35,20,11,9,36,0,6,16,1.15,7,81,20
14,4,1,0,110,80,30,20,12,8,30,0,2,19,1.15,4,86,18
15,4,1,0,110,73,37,20,11,9,30,1,4,17,1.15,6,79,18
16,4,1,0,110,79,31,20,13,7,28,1,5,20,1.15,9,88,27
17,4,1,0,110,79,31,20,9,11,25,1,5,16,1.15,7,84,29
18,4,1,0,110,83,27,20,12,8,28,1,6,21,1.15,9,88,34
19,4,1,0,110,74,36,20,14,6,21,1,8,21,1.15,11,74,28
20,4,1,0,110,75,35,20,12,8,24,1,6,16,1.15,7,78,34
21,4,1,0,110,71,39,20,11,9,23,1,7,17,1.15,10,69,22
22,4,1,0,110,71,39,20,14,6,24,1,4,16,1.15,6,69,20
23,4,1,0,110,61,49,20,13,7,18,2,2,18,1.15,3,67,19
0,5,1,1,110,68,42,20,16,4,21,2,8,17,1.15,11,68,25
1,5,1,1,110,75,35,20,12,8,18,2,2,18,1.15,2,77,21
2,5,1,1,110,74,36,20,11,9,17,2,5,20,1.15,6,75,21
3,5,1,1,110,78,32,20,12,8,15,2,1,18,1.15,1,86,30
4,5,1,1,110,75,35,20,13,7,15,2,6,19,1.15,9,77,26
5,5,1,1,110,69,41,20,14,6,17,2,4,13,1.15,5,70,22
6,5,1,1,110,78,32,20,17,3,16,2,4,14,1.15,4,80,26
7,5,1,1,110,78,32,20,12,8,34,0,10,17,1.15,10,78,24
8,5,1,1,110,90,20,20,15,5,36,0,2,21,1.15,7,92,40
9,5,1,1,110,91,19,20,15,5,31,0,10,19,1.15,11,95,43
10,5,1,1,110,90,20,20,14,6,36,0,16,21,1.15,18,95,43
11,5,1,1,110,87,23,20,11,9,32,0,9,21,1.15,10,96,45
12,5,1,1,110,85,25,20,15,5,35,0,10,19,1.15,11,90,36
13,5,1,1,110,83,27,20,13,7,35,0,9,15,1.15,13,87,23
14,5,1,1,110,67,43,20,12,8,32,0,6,18,1.15,9,73,23
15,5,1,1,110,66,44,20,13,7,22,1,6,17,1.15,9,67,22
16,5,1,1,110,72,38,20,12,8,26,1,11,21,1.15,13,78,25
17,5,1,1,110,88,22,20,14,6,24,1,6,20,1.15,8,92,35
18,5,1,1,110,85,25,20,11,9,26,1,11,19,1.15,13,88,35
19,5,1,1,110,81,29,20,14,6,22,1,5,19,1.15,7,81,32
20,5,1,1,110,79,31,20,13,7,30,1,2,18,1.15,6,80,28
21,5,1,1,110,71,39,20,13,7,28,1,5,17,1.15,7,73,24
22,5,1,1,110,83,27,20,13,7,23,1,5,17,1.15,6,85,18
23,5,1,1,110,73,37,20,12,8,18,2,5,19,1.15,5,77,19
0,6,1,1,110,61,49,20,13,7,17,2,3,14,1.15,7,65,21
1,6,1,1,110,66,44,20,14,6,17,2,3,14,1.15,3,67,23
2,6,1,1,110,74,36,20,15,5,20,2,6,16,1.15,7,80,22
3,6,1,1,110,74,36,20,13,7,18,2,6,19,1.15,11,74,24
4,6,1,1,110,68,42,20,14,6,17,2,7,16,1.15,8,68,21
5,6,1,1,110,80,30,20,15,5,16,2,6,20,1.15,8,85,24
6,6,1,1,110,75,35,20,11,9,19,2,5,17,1.15,7,75,21
7,6,1,1,110,78,32,20,10,10,34,0,7,21,1.15,7,76,26
8,6,1,1,110,81,29,20,11,9,33,0,8,25,1.15,11,81,30
9,6,1,1,110,95,15,20,13,7,36,0,8,21,1.15,13,95,38
10,6,1,1,110,91,19,20,13,7,37,0,8,23,1.15,9,95,45
11,6,1,1,110,85,25,20,15,5,32,0,9,20,1.15,12,93,42
12,6,1,1,110,89,21,20,13,7,33,0,14,22,1.15,19,91,38
13,6,1,1,110,79,31,20,13,7,35,0,10,20,1.15,11,81,27
14,6,1,1,110,81,29,20,15,5,34,0,10,19,1.15,13,82,23
15,6,1,1,110,79,31,20,14,6,25,1,6,20,1.15,10,79,20
16,6,1,1,110,74,36,20,14,6,26,1,7,18,1.15,10,76,33
17,6,1,1,110,80,30,20,14,6,22,1,7,20,1.15,9,87,35
18,6,1,1,110,84,26,20,12,8,26,1,7,20,1.15,9,91,33
19,6,1,1,110,89,21,20,12,8,24,1,6,20,1.15,9,92,33
20,6,1,1,110,75,35,20,12,8,24,1,5,19,1.15,7,80,26
21,6,1,1,110,80,30,20,12,8,25,1,4,17,1.15,8,82,23
22,6,1,1,110,76,34,20,11,9,23,1,3,20,1.15,4,78,24
23,6,1,1,110,77,33,20,14,6,15,2,5,16,1.15,7,77,25
0,0,1,0,110,77,33,20,14,6,17,2,6,17,1.15,7,82,18
1,0,1,0,110,74,36,20,14,6,18,2,4,15,1.15,7,74,18
2,0,1,0,110,71,39,20,10,10,18,2,5,18,1.15,8,72,27
3,0,1,0,110,73,37,20,15,5,18,2,11,18,1.15,17,74,18
4,0,1,0,110,76,34,20,13,7,18,2,6,19,1.15,8,82,22
5,0,1,0,110,72,38,20,12,8,16,2,3,13,1.15,7,72,21
6,0,1,0,110,73,37,20,12,8,15,2,7,15,1.15,11,81,19
7,0,1,0,110,79,31,20,13,7,35,0,7,21,1.15,8,84,27
8,0,1,0,110,91,19,20,13,7,35,0,14,22,1.15,15,95,37
9,0,1,0,110,84,26,20,11,9,34,0,8,22,1.15,10,87,37
10,0,1,0,110,89,21,20,14,6,36,0,8,22,1.15,12,91,37
11,0,1,0,110,83,27,20,13,7,34,0,6,25,1.15,6,86,34
12,0,1,0,110,85,25,20,13,7,36,0,8,18,1.15,12,95,28
13,0,1,0,110,74,36,20,11,9,34,0,3,20,1.15,9,82,27
14,0,1,0,110,71,39,20,11,9,33,0,2,21,1.15,3,74,28
15,0,1,0,110,72,38,20,13,7,23,1,2,17,1.15,4,77,19
16,0,1,0,110,78,32,20,16,4,26,1,4,21,1.15,6,78,28
17,0,1,0,110,82,28,20,13,7,25,1,5,20,1.15,6,83,25
18,0,1,0,110,92,18,20,10,10,29,1,4,20,1.15,5,99,32
19,0,1,0,110,77,33,20,16,4,25,1,6,20,1.15,9,77,34
20,0,1,0,110,73,37,20,10,10,27,1,5,22,1.15,9,76,27
21,0,1,0,110,82,28,20,13,7,25,1,5,16,1.15,7,86,22
22,0,1,0,110,74,36,20,13,7,23,1,3,17,1.15,3,77,18
23,0,1,0,110,72,38,20,14,6,19,2,2,15,1.15,2,79,18
0,1,1,0,110,76,34,20,13,7,16,2,3,21,1.15,6,82,22
1,1,1,0,110,71,39,20,11,9,17,2,5,17,1.15,10,73,20
2,1,1,0,110,78,32,20,15,5,20,2,4,18,1.15,6,78,21
3,1,1,0,110,69,41,20,16,4,19,2,4,19,1.15,6,73,18
4,1,1,0,110,77,33,20,13,7,16,2,4,18,1.15,5,77,25
5,1,1,0,110,72,38,20,11,9,17,2,2,18,1.15,4,79,23
6,1,1,0,110,77,33,20,13,7,16,2,8,16,1.15,8,80,23
7,1,1,0,110,77,33,20,14,6,33,0,6,18,1.15,7,76,20
8,1,1,0,110,90,20,20,12,8,33,0,10,18,1.15,11,93,28
9,1,1,0,110,93,17,20,11,9,34,0,12,20,1.15,13,97,40
10,1,1,0,110,91,19,20,13,7,34,0,10,23,1.15,14,94,36
11,1,1,0,110,84,26,20,13,7,35,0,3,21,1.15,6,85,37
12,1,1,0,110,86,24,20,14,6,36,0,3,25,1.15,7,87,29
13,1,1,0,110,75,35,20,14,6,31,0,6,17,1.15,6,72,24
14,1,1,0,110,74,36,20,13,7,34,0,7,13,1.15,8,77,19
15,1,1,0,110,65,45,20,13,7,24,1,5,20,1.15,5,68,22
16,1,1,0,110,68,42,20,11,9,20,1,3,20,1.15,6,71,29
17,1,1,0,110,75,35,20,15,5,26,1,8,23,1.15,13,79,29
18,1,1,0,110,77,33,20,15,5,25,1,10,22,1.15,12,81,24
19,1,1,0,110,81,29,20,14,6,24,1,6,19,1.15,8,81,32
20,1,1,0,110,75,35,20,14,6,23,1,4,19,1.15,4,78,26
21,1,1,0,110,71,39,20,16,4,23,1,4,20,1.15,7,71,18
22,1,1,0,110,65,45,20,13,7,23,1,5,15,1.15,8,66,18
23,1,1,0,110,73,37,20,15,5,18,2,4,14,1.15,5,73,21
0,2,2,0,110,71,39,20,14,6,17,2,5,15,1.13,8,74,18
1,2,2,0,110,63,47,20,12,8,19,2,1,17,1.13,3,63,18
2,2,2,0,110,80,30,20,11,9,18,2,6,18,1.13,11,81,24
3,2,2,0,110,77,33,20,14,6,14,2,4,16,1.13,4,77,24
4,2,2,0,110,68,42,20,15,5,17,2,6,16,1.13,9,74,21
5,2,2,0,110,70,40,20,16,4,17,2,8,17,1.13,10,73,20
6,2,2,0,110,74,36,20,15,5,18,2,7,19,1.13,7,77,19
